pair_id,model_a,model_b,method,method_label,n_pair,date_min,date_max,aggregation_bi,market_bi,aggregation_minus_market_bi,beats_market,diversity_prediction_diversity,diversity_adjusted_pog,diversity_high_loss_diversity,diversity_adjusted_loss_diversity
Claude-3-7-Sonnet-20250219 (scratchpad with freeze values) × DeepSeek-R1 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (scratchpad with freeze values),DeepSeek-R1 (zero shot with freeze values),ec_w0_56,EC · w = 0.56,163,2025-03-02,2025-04-27,74.65102736235107,74.43585503658512,0.21517232576594836,True,0.04027716397268866,0.0024640536809815983,,-0.7258624556756902
Claude-3-7-Sonnet-20250219 (scratchpad with freeze values) × DeepSeek-R1 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (scratchpad with freeze values),DeepSeek-R1 (zero shot with freeze values),piecewise_odds,Piecewise Odds,163,2025-03-02,2025-04-27,74.78695437478922,74.43585503658512,0.35109933820409367,True,0.04027716397268866,0.0024640536809815983,,-0.7258624556756902
Claude-3-7-Sonnet-20250219 (scratchpad with freeze values) × DeepSeek-V3 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (scratchpad with freeze values),DeepSeek-V3 (zero shot with freeze values),simple_mean,Simple Mean,304,2025-03-02,2025-04-27,74.08881333483441,74.33497327204984,-0.24615993721542395,False,0.02936975187204871,0.0022498169736842044,-151.00000000000003,-0.8114439036133629
Claude-3-7-Sonnet-20250219 (scratchpad with freeze values) × DeepSeek-V3 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (scratchpad with freeze values),DeepSeek-V3 (zero shot with freeze values),log_odds_mean,Log-odds Mean,304,2025-03-02,2025-04-27,74.14880764781418,74.33497327204984,-0.18616562423565597,False,0.02936975187204871,0.0022498169736842044,-151.00000000000003,-0.8114439036133629
Claude-3-7-Sonnet-20250219 (scratchpad with freeze values) × DeepSeek-V3 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (scratchpad with freeze values),DeepSeek-V3 (zero shot with freeze values),ec_w0_56,EC · w = 0.56,304,2025-03-02,2025-04-27,74.39240488569328,74.33497327204984,0.057431613643444734,True,0.02936975187204871,0.0022498169736842044,-151.00000000000003,-0.8114439036133629
Claude-3-7-Sonnet-20250219 (scratchpad with freeze values) × DeepSeek-V3 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (scratchpad with freeze values),DeepSeek-V3 (zero shot with freeze values),piecewise_odds,Piecewise Odds,304,2025-03-02,2025-04-27,74.57786875757482,74.33497327204984,0.24289548552498275,True,0.02936975187204871,0.0022498169736842044,-151.00000000000003,-0.8114439036133629
Claude-3-7-Sonnet-20250219 (scratchpad with freeze values) × O3-2025-04-16 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (scratchpad with freeze values),O3-2025-04-16 (zero shot with freeze values),simple_mean,Simple Mean,62,2025-04-27,2025-04-27,71.78989326334487,71.67188638677476,0.11800687657010656,True,0.023227857533808738,0.004763290322580646,-61.00000000000001,-0.7446687652744074
Claude-3-7-Sonnet-20250219 (scratchpad with freeze values) × O3-2025-04-16 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (scratchpad with freeze values),O3-2025-04-16 (zero shot with freeze values),log_odds_mean,Log-odds Mean,62,2025-04-27,2025-04-27,71.81973477809647,71.67188638677476,0.14784839132171612,True,0.023227857533808738,0.004763290322580646,-61.00000000000001,-0.7446687652744074
Claude-3-7-Sonnet-20250219 (scratchpad with freeze values) × O3-2025-04-16 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (scratchpad with freeze values),O3-2025-04-16 (zero shot with freeze values),ec_w0_56,EC · w = 0.56,62,2025-04-27,2025-04-27,71.83014472670234,71.67188638677476,0.15825833992758476,True,0.023227857533808738,0.004763290322580646,-61.00000000000001,-0.7446687652744074
Claude-3-7-Sonnet-20250219 (scratchpad with freeze values) × O3-2025-04-16 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (scratchpad with freeze values),O3-2025-04-16 (zero shot with freeze values),piecewise_odds,Piecewise Odds,62,2025-04-27,2025-04-27,71.85857961406967,71.67188638677476,0.18669322729491,True,0.023227857533808738,0.004763290322580646,-61.00000000000001,-0.7446687652744074
Claude-3-7-Sonnet-20250219 (scratchpad with freeze values) × O3-Mini-2025-01-31 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (scratchpad with freeze values),O3-Mini-2025-01-31 (zero shot with freeze values),simple_mean,Simple Mean,243,2025-03-02,2025-04-27,73.91612391511616,73.90753700489986,0.008586910216294541,True,0.006926356560497449,0.0019234171193415611,-242.0,-0.9595326890319849
Claude-3-7-Sonnet-20250219 (scratchpad with freeze values) × O3-Mini-2025-01-31 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (scratchpad with freeze values),O3-Mini-2025-01-31 (zero shot with freeze values),log_odds_mean,Log-odds Mean,243,2025-03-02,2025-04-27,73.93008025922137,73.90753700489986,0.022543254321504946,True,0.006926356560497449,0.0019234171193415611,-242.0,-0.9595326890319849
Claude-3-7-Sonnet-20250219 (scratchpad with freeze values) × O3-Mini-2025-01-31 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (scratchpad with freeze values),O3-Mini-2025-01-31 (zero shot with freeze values),ec_w0_56,EC · w = 0.56,243,2025-03-02,2025-04-27,74.11351213673412,73.90753700489986,0.20597513183425065,True,0.006926356560497449,0.0019234171193415611,-242.0,-0.9595326890319849
Claude-3-7-Sonnet-20250219 (scratchpad with freeze values) × O3-Mini-2025-01-31 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (scratchpad with freeze values),O3-Mini-2025-01-31 (zero shot with freeze values),piecewise_odds,Piecewise Odds,243,2025-03-02,2025-04-27,74.19811652818254,73.90753700489986,0.29057952328267334,True,0.006926356560497449,0.0019234171193415611,-242.0,-0.9595326890319849
Claude-3-7-Sonnet-20250219 (scratchpad with freeze values) × Qwen3-235B-A22B-Fp8-Tput (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (scratchpad with freeze values),Qwen3-235B-A22B-Fp8-Tput (zero shot with freeze values),simple_mean,Simple Mean,88,2025-05-11,2025-05-25,70.29772391951732,70.21941331058505,0.07831060893227004,True,0.0022748157917573675,0.0019558636363636306,,-0.9399105142816678
Claude-3-7-Sonnet-20250219 (scratchpad with freeze values) × Qwen3-235B-A22B-Fp8-Tput (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (scratchpad with freeze values),Qwen3-235B-A22B-Fp8-Tput (zero shot with freeze values),log_odds_mean,Log-odds Mean,88,2025-05-11,2025-05-25,70.29719100980122,70.21941331058505,0.0777776992161705,True,0.0022748157917573675,0.0019558636363636306,,-0.9399105142816678
Claude-3-7-Sonnet-20250219 (scratchpad with freeze values) × Qwen3-235B-A22B-Fp8-Tput (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (scratchpad with freeze values),Qwen3-235B-A22B-Fp8-Tput (zero shot with freeze values),ec_w0_56,EC · w = 0.56,88,2025-05-11,2025-05-25,70.28029050600382,70.21941331058505,0.06087719541876879,True,0.0022748157917573675,0.0019558636363636306,,-0.9399105142816678
Claude-3-7-Sonnet-20250219 (scratchpad with freeze values) × Qwen3-235B-A22B-Fp8-Tput (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (scratchpad with freeze values),Qwen3-235B-A22B-Fp8-Tput (zero shot with freeze values),piecewise_odds,Piecewise Odds,88,2025-05-11,2025-05-25,69.87194301100989,70.21941331058505,-0.3474702995751642,False,0.0022748157917573675,0.0019558636363636306,,-0.9399105142816678
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Claude-Haiku-4-5-20251001 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Claude-Haiku-4-5-20251001 (zero shot with freeze values),simple_mean,Simple Mean,288,2025-10-26,2025-12-21,80.80959509125725,81.16376864740607,-0.3541735561488224,False,0.06747311968044833,0.0044923772222222255,-63.0,-0.2904509177332871
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Claude-Haiku-4-5-20251001 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Claude-Haiku-4-5-20251001 (zero shot with freeze values),log_odds_mean,Log-odds Mean,288,2025-10-26,2025-12-21,80.31221067353839,81.16376864740607,-0.8515579738676848,False,0.06747311968044833,0.0044923772222222255,-63.0,-0.2904509177332871
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Claude-Haiku-4-5-20251001 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Claude-Haiku-4-5-20251001 (zero shot with freeze values),ec_w0_56,EC · w = 0.56,288,2025-10-26,2025-12-21,80.47411310444818,81.16376864740607,-0.6896555429578939,False,0.06747311968044833,0.0044923772222222255,-63.0,-0.2904509177332871
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Claude-Haiku-4-5-20251001 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Claude-Haiku-4-5-20251001 (zero shot with freeze values),piecewise_odds,Piecewise Odds,288,2025-10-26,2025-12-21,80.43352788907782,81.16376864740607,-0.7302407583282502,False,0.06747311968044833,0.0044923772222222255,-63.0,-0.2904509177332871
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Claude-Opus-4-1-20250805 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Claude-Opus-4-1-20250805 (zero shot with freeze values),simple_mean,Simple Mean,288,2025-10-26,2025-12-21,81.1732579259183,81.16376864740607,0.009489278512234023,True,0.0537386978249198,0.0016942506597222226,-95.0,-0.43059120267063467
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Claude-Opus-4-1-20250805 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Claude-Opus-4-1-20250805 (zero shot with freeze values),log_odds_mean,Log-odds Mean,288,2025-10-26,2025-12-21,81.16259092693929,81.16376864740607,-0.0011777204667851038,False,0.0537386978249198,0.0016942506597222226,-95.0,-0.43059120267063467
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Claude-Opus-4-1-20250805 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Claude-Opus-4-1-20250805 (zero shot with freeze values),ec_w0_56,EC · w = 0.56,288,2025-10-26,2025-12-21,81.35769553059482,81.16376864740607,0.19392688318875173,True,0.0537386978249198,0.0016942506597222226,-95.0,-0.43059120267063467
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Claude-Opus-4-1-20250805 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Claude-Opus-4-1-20250805 (zero shot with freeze values),piecewise_odds,Piecewise Odds,288,2025-10-26,2025-12-21,81.41247082771864,81.16376864740607,0.24870218031256286,True,0.0537386978249198,0.0016942506597222226,-95.0,-0.43059120267063467
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Claude-Sonnet-4-5-20250929 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Claude-Sonnet-4-5-20250929 (zero shot with freeze values),simple_mean,Simple Mean,288,2025-10-26,2025-12-21,80.85744520211658,81.16376864740607,-0.3063234452894932,False,0.035175997687934335,0.0013788559027777744,-95.0,-0.5502565915513288
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Claude-Sonnet-4-5-20250929 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Claude-Sonnet-4-5-20250929 (zero shot with freeze values),log_odds_mean,Log-odds Mean,288,2025-10-26,2025-12-21,80.73491237528387,81.16376864740607,-0.42885627212220356,False,0.035175997687934335,0.0013788559027777744,-95.0,-0.5502565915513288
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Claude-Sonnet-4-5-20250929 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Claude-Sonnet-4-5-20250929 (zero shot with freeze values),ec_w0_56,EC · w = 0.56,288,2025-10-26,2025-12-21,80.90130377642582,81.16376864740607,-0.26246487098025284,False,0.035175997687934335,0.0013788559027777744,-95.0,-0.5502565915513288
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Claude-Sonnet-4-5-20250929 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Claude-Sonnet-4-5-20250929 (zero shot with freeze values),piecewise_odds,Piecewise Odds,288,2025-10-26,2025-12-21,80.97520355464266,81.16376864740607,-0.1885650927634117,False,0.035175997687934335,0.0013788559027777744,-95.0,-0.5502565915513288
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × DeepSeek-R1 (scratchpad with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),DeepSeek-R1 (scratchpad with freeze values),simple_mean,Simple Mean,301,2025-03-02,2025-04-27,73.85150772414602,74.27135843935383,-0.41985071520781503,False,0.0809712938759044,0.0059707000996677695,-36.625,-0.4185946903341629
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × DeepSeek-R1 (scratchpad with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),DeepSeek-R1 (scratchpad with freeze values),log_odds_mean,Log-odds Mean,301,2025-03-02,2025-04-27,73.98080818631722,74.27135843935383,-0.2905502530366135,False,0.0809712938759044,0.0059707000996677695,-36.625,-0.4185946903341629
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × DeepSeek-R1 (scratchpad with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),DeepSeek-R1 (scratchpad with freeze values),ec_w0_56,EC · w = 0.56,301,2025-03-02,2025-04-27,74.22845223609349,74.27135843935383,-0.042906203260344,False,0.0809712938759044,0.0059707000996677695,-36.625,-0.4185946903341629
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × DeepSeek-R1 (scratchpad with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),DeepSeek-R1 (scratchpad with freeze values),piecewise_odds,Piecewise Odds,301,2025-03-02,2025-04-27,74.39223359171972,74.27135843935383,0.12087515236588331,True,0.0809712938759044,0.0059707000996677695,-36.625,-0.4185946903341629
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × DeepSeek-R1 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),DeepSeek-R1 (zero shot with freeze values),simple_mean,Simple Mean,163,2025-03-02,2025-04-27,73.88498845869461,74.43585503658512,-0.5508665778905169,False,0.11718979642848804,0.0036131517177914046,1.0,-0.36649864945395194
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × DeepSeek-R1 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),DeepSeek-R1 (zero shot with freeze values),log_odds_mean,Log-odds Mean,163,2025-03-02,2025-04-27,74.1373773807442,74.43585503658512,-0.29847765584092656,False,0.11718979642848804,0.0036131517177914046,1.0,-0.36649864945395194
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × DeepSeek-R1 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),DeepSeek-R1 (zero shot with freeze values),ec_w0_56,EC · w = 0.56,163,2025-03-02,2025-04-27,74.33883096079269,74.43585503658512,-0.097024075792433,False,0.11718979642848804,0.0036131517177914046,1.0,-0.36649864945395194
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × DeepSeek-R1 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),DeepSeek-R1 (zero shot with freeze values),piecewise_odds,Piecewise Odds,163,2025-03-02,2025-04-27,74.33284270626864,74.43585503658512,-0.10301233031648849,False,0.11718979642848804,0.0036131517177914046,1.0,-0.36649864945395194
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × DeepSeek-V3 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),DeepSeek-V3 (zero shot with freeze values),simple_mean,Simple Mean,304,2025-03-02,2025-04-27,73.75840701374506,74.33497327204984,-0.5765662583047799,False,0.06254077597489638,0.005196933289473682,-37.00000000000001,-0.5189684716220189
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × DeepSeek-V3 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),DeepSeek-V3 (zero shot with freeze values),log_odds_mean,Log-odds Mean,304,2025-03-02,2025-04-27,73.72945000674255,74.33497327204984,-0.6055232653072835,False,0.06254077597489638,0.005196933289473682,-37.00000000000001,-0.5189684716220189
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × DeepSeek-V3 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),DeepSeek-V3 (zero shot with freeze values),ec_w0_56,EC · w = 0.56,304,2025-03-02,2025-04-27,73.92770855497108,74.33497327204984,-0.40726471707876044,False,0.06254077597489638,0.005196933289473682,-37.00000000000001,-0.5189684716220189
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × DeepSeek-V3 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),DeepSeek-V3 (zero shot with freeze values),piecewise_odds,Piecewise Odds,304,2025-03-02,2025-04-27,74.08268661315442,74.33497327204984,-0.25228665889541446,False,0.06254077597489638,0.005196933289473682,-37.00000000000001,-0.5189684716220189
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × GPT-5-2025-08-07 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),GPT-5-2025-08-07 (zero shot with freeze values),simple_mean,Simple Mean,126,2025-10-26,2025-11-09,82.03278916345552,81.64946390518621,0.3833252582693092,True,0.023770300083348572,0.002593943968253968,,-0.4234240123799241
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × GPT-5-2025-08-07 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),GPT-5-2025-08-07 (zero shot with freeze values),log_odds_mean,Log-odds Mean,126,2025-10-26,2025-11-09,82.11977483073892,81.64946390518621,0.4703109255527096,True,0.023770300083348572,0.002593943968253968,,-0.4234240123799241
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × GPT-5-2025-08-07 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),GPT-5-2025-08-07 (zero shot with freeze values),ec_w0_56,EC · w = 0.56,126,2025-10-26,2025-11-09,82.49658369984041,81.64946390518621,0.8471197946542048,True,0.023770300083348572,0.002593943968253968,,-0.4234240123799241
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × GPT-5-2025-08-07 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),GPT-5-2025-08-07 (zero shot with freeze values),piecewise_odds,Piecewise Odds,126,2025-10-26,2025-11-09,82.71092621618499,81.64946390518621,1.0614623109987775,True,0.023770300083348572,0.002593943968253968,,-0.4234240123799241
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × GPT-5.1-2025-11-13 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),GPT-5.1-2025-11-13 (zero shot with freeze values),simple_mean,Simple Mean,145,2025-11-23,2025-12-21,79.98912433490825,80.73155958780671,-0.7424352528984599,False,0.09832943585686693,0.0030961758620689644,-47.333333333333336,-0.5150495084866454
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × GPT-5.1-2025-11-13 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),GPT-5.1-2025-11-13 (zero shot with freeze values),log_odds_mean,Log-odds Mean,145,2025-11-23,2025-12-21,79.80440885171176,80.73155958780671,-0.9271507360949585,False,0.09832943585686693,0.0030961758620689644,-47.333333333333336,-0.5150495084866454
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × GPT-5.1-2025-11-13 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),GPT-5.1-2025-11-13 (zero shot with freeze values),ec_w0_56,EC · w = 0.56,145,2025-11-23,2025-12-21,79.82709723553741,80.73155958780671,-0.9044623522693058,False,0.09832943585686693,0.0030961758620689644,-47.333333333333336,-0.5150495084866454
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × GPT-5.1-2025-11-13 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),GPT-5.1-2025-11-13 (zero shot with freeze values),piecewise_odds,Piecewise Odds,145,2025-11-23,2025-12-21,79.82004623710039,80.73155958780671,-0.9115133507063291,False,0.09832943585686693,0.0030961758620689644,-47.333333333333336,-0.5150495084866454
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Gemini-3-Pro-Preview (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Gemini-3-Pro-Preview (zero shot with freeze values),simple_mean,Simple Mean,160,2025-11-23,2025-12-21,80.41520842971048,80.60804014284054,-0.19283171313006164,False,0.07062774271901118,0.0007537281249999916,-52.333333333333336,-0.4741457233153343
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Gemini-3-Pro-Preview (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Gemini-3-Pro-Preview (zero shot with freeze values),log_odds_mean,Log-odds Mean,160,2025-11-23,2025-12-21,80.1861610081955,80.60804014284054,-0.4218791346450388,False,0.07062774271901118,0.0007537281249999916,-52.333333333333336,-0.4741457233153343
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Gemini-3-Pro-Preview (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Gemini-3-Pro-Preview (zero shot with freeze values),ec_w0_56,EC · w = 0.56,160,2025-11-23,2025-12-21,80.22433144644567,80.60804014284054,-0.38370869639486216,False,0.07062774271901118,0.0007537281249999916,-52.333333333333336,-0.4741457233153343
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Gemini-3-Pro-Preview (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Gemini-3-Pro-Preview (zero shot with freeze values),piecewise_odds,Piecewise Odds,160,2025-11-23,2025-12-21,80.23687376738624,80.60804014284054,-0.371166375454294,False,0.07062774271901118,0.0007537281249999916,-52.333333333333336,-0.4741457233153343
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Grok-4-0709 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Grok-4-0709 (zero shot with freeze values),simple_mean,Simple Mean,288,2025-10-26,2025-12-21,81.08780236683643,81.16376864740607,-0.07596628056964505,False,0.03902390698867886,0.000994098923611103,-95.0,-0.47376961415770424
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Grok-4-0709 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Grok-4-0709 (zero shot with freeze values),log_odds_mean,Log-odds Mean,288,2025-10-26,2025-12-21,80.98165153142263,81.16376864740607,-0.18211711598344493,False,0.03902390698867886,0.000994098923611103,-95.0,-0.47376961415770424
Claude-3-7-Sonnet-20250219 (zero shot with freeze values) × Grok-4-0709 (zero shot with freeze values),Claude-3-7-Sonnet-20250219 (zero shot with freeze values),Grok-4-0709 (zero shot with freeze values),ec_w0_56,EC · w = 0.56,288,2025-10-26,2025-12-21,81.17307433830217,81.16376864740607,0.009305690896098895,True,0.03902390698867886,0.000994098923611103,-95.0,-0.47376961415770424
