pair_id,model_a,model_b,method,method_label,evaluation_count,maximum_evaluations,a_to_b,b_to_a,mean_n_train,mean_n_test,aggregation_bi,aggregation_bi_sd,market_bi,market_bi_sd,aggregation_minus_market_bi,beats_market,beat_market_share,diversity_prediction_diversity,diversity_adjusted_pog,diversity_high_loss_diversity,diversity_adjusted_loss_diversity
Claude-3-5-Sonnet-20241022 (scratchpad with freeze values) × DeepSeek-V3 (zero shot with freeze values),Claude-3-5-Sonnet-20241022 (scratchpad with freeze values),DeepSeek-V3 (zero shot with freeze values),log_odds_mean,Log-odds Mean,8,20,"{'count': 5, 'aggregation_bi': 74.1312255554268, 'market_bi': 74.40865943472086, 'aggregation_minus_market_bi': -0.2774338792940654, 'beat_market_share': 0.0}","{'count': 3, 'aggregation_bi': 74.0723413368485, 'market_bi': 74.41514780111824, 'aggregation_minus_market_bi': -0.34280646426974215, 'beat_market_share': 0.0}",161.625,141.375,74.10914397345994,0.30297506808752317,74.41109257211988,0.22244396507335637,-0.3019485986599477,False,0.0,0.031034342842342286,0.002334510817330833,-133.0,-0.856934001373587
Claude-3-5-Sonnet-20241022 (scratchpad with freeze values) × DeepSeek-V3 (zero shot with freeze values),Claude-3-5-Sonnet-20241022 (scratchpad with freeze values),DeepSeek-V3 (zero shot with freeze values),piecewise_odds,Piecewise Odds,8,20,"{'count': 5, 'aggregation_bi': 74.38426825942683, 'market_bi': 74.40865943472086, 'aggregation_minus_market_bi': -0.02439117529402779, 'beat_market_share': 0.6}","{'count': 3, 'aggregation_bi': 74.29132381220802, 'market_bi': 74.41514780111824, 'aggregation_minus_market_bi': -0.12382398891021751, 'beat_market_share': 0.3333333333333333}",161.625,141.375,74.34941409171978,0.5104696594229483,74.41109257211988,0.22244396507335637,-0.06167848040010426,False,0.5,0.031034342842342286,0.002334510817330833,-133.0,-0.856934001373587
Claude-3-5-Sonnet-20241022 (scratchpad with freeze values) × DeepSeek-V3 (zero shot with freeze values),Claude-3-5-Sonnet-20241022 (scratchpad with freeze values),DeepSeek-V3 (zero shot with freeze values),simple_mean,Simple Mean,8,20,"{'count': 5, 'aggregation_bi': 74.07154781933212, 'market_bi': 74.40865943472086, 'aggregation_minus_market_bi': -0.3371116153887357, 'beat_market_share': 0.0}","{'count': 3, 'aggregation_bi': 74.00889123293113, 'market_bi': 74.41514780111824, 'aggregation_minus_market_bi': -0.40625656818710354, 'beat_market_share': 0.0}",161.625,141.375,74.04805159943174,0.3016892585562541,74.41109257211988,0.22244396507335637,-0.3630409726881396,False,0.0,0.031034342842342286,0.002334510817330833,-133.0,-0.856934001373587
Claude-3-5-Sonnet-20241022 (scratchpad with freeze values) × GPT-4.1-2025-04-14 (scratchpad with freeze values),Claude-3-5-Sonnet-20241022 (scratchpad with freeze values),GPT-4.1-2025-04-14 (scratchpad with freeze values),ec_w0_56,EC · w = 0.56,1,20,"{'count': 1, 'aggregation_bi': 70.8483270721265, 'market_bi': 71.76396997455173, 'aggregation_minus_market_bi': -0.9156429024252333, 'beat_market_share': 0.0}","{'count': 0, 'aggregation_bi': None, 'market_bi': None, 'aggregation_minus_market_bi': None, 'beat_market_share': None}",77.0,103.0,70.8483270721265,0.0,71.76396997455173,0.0,-0.9156429024252333,False,0.0,0.007590122088191875,0.003441327922077908,,-0.9163949117151172
Claude-3-5-Sonnet-20241022 (scratchpad with freeze values) × GPT-4.1-2025-04-14 (scratchpad with freeze values),Claude-3-5-Sonnet-20241022 (scratchpad with freeze values),GPT-4.1-2025-04-14 (scratchpad with freeze values),log_odds_mean,Log-odds Mean,1,20,"{'count': 1, 'aggregation_bi': 70.86356519950894, 'market_bi': 71.76396997455173, 'aggregation_minus_market_bi': -0.9004047750427873, 'beat_market_share': 0.0}","{'count': 0, 'aggregation_bi': None, 'market_bi': None, 'aggregation_minus_market_bi': None, 'beat_market_share': None}",77.0,103.0,70.86356519950894,0.0,71.76396997455173,0.0,-0.9004047750427873,False,0.0,0.007590122088191875,0.003441327922077908,,-0.9163949117151172
Claude-3-5-Sonnet-20241022 (scratchpad with freeze values) × GPT-4.1-2025-04-14 (scratchpad with freeze values),Claude-3-5-Sonnet-20241022 (scratchpad with freeze values),GPT-4.1-2025-04-14 (scratchpad with freeze values),piecewise_odds,Piecewise Odds,1,20,"{'count': 1, 'aggregation_bi': 70.64358605836074, 'market_bi': 71.76396997455173, 'aggregation_minus_market_bi': -1.1203839161909883, 'beat_market_share': 0.0}","{'count': 0, 'aggregation_bi': None, 'market_bi': None, 'aggregation_minus_market_bi': None, 'beat_market_share': None}",77.0,103.0,70.64358605836074,0.0,71.76396997455173,0.0,-1.1203839161909883,False,0.0,0.007590122088191875,0.003441327922077908,,-0.9163949117151172
Claude-3-5-Sonnet-20241022 (scratchpad with freeze values) × GPT-4.1-2025-04-14 (scratchpad with freeze values),Claude-3-5-Sonnet-20241022 (scratchpad with freeze values),GPT-4.1-2025-04-14 (scratchpad with freeze values),simple_mean,Simple Mean,1,20,"{'count': 1, 'aggregation_bi': 70.95184045991938, 'market_bi': 71.76396997455173, 'aggregation_minus_market_bi': -0.8121295146323462, 'beat_market_share': 0.0}","{'count': 0, 'aggregation_bi': None, 'market_bi': None, 'aggregation_minus_market_bi': None, 'beat_market_share': None}",77.0,103.0,70.95184045991938,0.0,71.76396997455173,0.0,-0.8121295146323462,False,0.0,0.007590122088191875,0.003441327922077908,,-0.9163949117151172
Claude-3-5-Sonnet-20241022 (scratchpad with freeze values) × GPT-4.1-2025-04-14 (zero shot with freeze values),Claude-3-5-Sonnet-20241022 (scratchpad with freeze values),GPT-4.1-2025-04-14 (zero shot with freeze values),ec_w0_56,EC · w = 0.56,2,20,"{'count': 1, 'aggregation_bi': 70.83562109570785, 'market_bi': 71.47596343219286, 'aggregation_minus_market_bi': -0.6403423364850056, 'beat_market_share': 0.0}","{'count': 1, 'aggregation_bi': 70.17595168077182, 'market_bi': 71.17045529505867, 'aggregation_minus_market_bi': -0.994503614286856, 'beat_market_share': 0.0}",81.0,96.0,70.50578638823984,0.3298347074680166,71.32320936362576,0.1527540685670914,-0.8174229753859237,False,0.0,0.04922215230670218,0.0034633911950549406,-24.999999999999996,-0.6374446527255069
Claude-3-5-Sonnet-20241022 (scratchpad with freeze values) × GPT-4.1-2025-04-14 (zero shot with freeze values),Claude-3-5-Sonnet-20241022 (scratchpad with freeze values),GPT-4.1-2025-04-14 (zero shot with freeze values),log_odds_mean,Log-odds Mean,2,20,"{'count': 1, 'aggregation_bi': 70.9600635140501, 'market_bi': 71.47596343219286, 'aggregation_minus_market_bi': -0.5158999181427504, 'beat_market_share': 0.0}","{'count': 1, 'aggregation_bi': 69.9348721149301, 'market_bi': 71.17045529505867, 'aggregation_minus_market_bi': -1.2355831801285717, 'beat_market_share': 0.0}",81.0,96.0,70.4474678144901,0.5125956995600021,71.32320936362576,0.1527540685670914,-0.8757415491356682,False,0.0,0.04922215230670218,0.0034633911950549406,-24.999999999999996,-0.6374446527255069
Claude-3-5-Sonnet-20241022 (scratchpad with freeze values) × GPT-4.1-2025-04-14 (zero shot with freeze values),Claude-3-5-Sonnet-20241022 (scratchpad with freeze values),GPT-4.1-2025-04-14 (zero shot with freeze values),piecewise_odds,Piecewise Odds,2,20,"{'count': 1, 'aggregation_bi': 70.08560951911326, 'market_bi': 71.47596343219286, 'aggregation_minus_market_bi': -1.3903539130795934, 'beat_market_share': 0.0}","{'count': 1, 'aggregation_bi': 70.48877878577987, 'market_bi': 71.17045529505867, 'aggregation_minus_market_bi': -0.6816765092788017, 'beat_market_share': 0.0}",81.0,96.0,70.28719415244657,0.20158463333330445,71.32320936362576,0.1527540685670914,-1.0360152111791905,False,0.0,0.04922215230670218,0.0034633911950549406,-24.999999999999996,-0.6374446527255069
Claude-3-5-Sonnet-20241022 (scratchpad with freeze values) × GPT-4.1-2025-04-14 (zero shot with freeze values),Claude-3-5-Sonnet-20241022 (scratchpad with freeze values),GPT-4.1-2025-04-14 (zero shot with freeze values),simple_mean,Simple Mean,2,20,"{'count': 1, 'aggregation_bi': 70.95533863098433, 'market_bi': 71.47596343219286, 'aggregation_minus_market_bi': -0.5206248012085268, 'beat_market_share': 0.0}","{'count': 1, 'aggregation_bi': 70.02968527309574, 'market_bi': 71.17045529505867, 'aggregation_minus_market_bi': -1.1407700219629362, 'beat_market_share': 0.0}",81.0,96.0,70.49251195204003,0.4628266789442961,71.32320936362576,0.1527540685670914,-0.8306974115857315,False,0.0,0.04922215230670218,0.0034633911950549406,-24.999999999999996,-0.6374446527255069
Claude-3-5-Sonnet-20241022 (scratchpad with freeze values) × GPT-4.5-Preview-2025-02-27 (scratchpad with freeze values),Claude-3-5-Sonnet-20241022 (scratchpad with freeze values),GPT-4.5-Preview-2025-02-27 (scratchpad with freeze values),ec_w0_56,EC · w = 0.56,10,20,"{'count': 5, 'aggregation_bi': 76.27774307847719, 'market_bi': 75.88441953124176, 'aggregation_minus_market_bi': 0.3933235472354255, 'beat_market_share': 1.0}","{'count': 5, 'aggregation_bi': 75.97675241392633, 'market_bi': 75.48792176241565, 'aggregation_minus_market_bi': 0.48883065151068195, 'beat_market_share': 1.0}",62.1,60.9,76.12724774620175,0.40098802721573806,75.68617064682871,0.3382637393245268,0.4410770993730324,True,1.0,0.03277678367553688,0.0019941165655653925,,-0.8055608153900746
Claude-3-5-Sonnet-20241022 (scratchpad with freeze values) × GPT-4.5-Preview-2025-02-27 (scratchpad with freeze values),Claude-3-5-Sonnet-20241022 (scratchpad with freeze values),GPT-4.5-Preview-2025-02-27 (scratchpad with freeze values),log_odds_mean,Log-odds Mean,10,20,"{'count': 5, 'aggregation_bi': 76.10527537349357, 'market_bi': 75.88441953124176, 'aggregation_minus_market_bi': 0.2208558422518081, 'beat_market_share': 0.8}","{'count': 5, 'aggregation_bi': 75.74492260308395, 'market_bi': 75.48792176241565, 'aggregation_minus_market_bi': 0.2570008406682973, 'beat_market_share': 1.0}",62.1,60.9,75.92509898828877,0.4394588151723933,75.68617064682871,0.3382637393245268,0.2389283414600527,True,0.9,0.03277678367553688,0.0019941165655653925,,-0.8055608153900746
Claude-3-5-Sonnet-20241022 (scratchpad with freeze values) × GPT-4.5-Preview-2025-02-27 (scratchpad with freeze values),Claude-3-5-Sonnet-20241022 (scratchpad with freeze values),GPT-4.5-Preview-2025-02-27 (scratchpad with freeze values),piecewise_odds,Piecewise Odds,10,20,"{'count': 5, 'aggregation_bi': 76.14903351544476, 'market_bi': 75.88441953124176, 'aggregation_minus_market_bi': 0.2646139842029953, 'beat_market_share': 0.8}","{'count': 5, 'aggregation_bi': 75.83303313344204, 'market_bi': 75.48792176241565, 'aggregation_minus_market_bi': 0.3451113710263911, 'beat_market_share': 1.0}",62.1,60.9,75.9910333244434,0.4086556896177594,75.68617064682871,0.3382637393245268,0.3048626776146932,True,0.9,0.03277678367553688,0.0019941165655653925,,-0.8055608153900746
Claude-3-5-Sonnet-20241022 (scratchpad with freeze values) × GPT-4.5-Preview-2025-02-27 (scratchpad with freeze values),Claude-3-5-Sonnet-20241022 (scratchpad with freeze values),GPT-4.5-Preview-2025-02-27 (scratchpad with freeze values),simple_mean,Simple Mean,10,20,"{'count': 5, 'aggregation_bi': 76.07735005051785, 'market_bi': 75.88441953124176, 'aggregation_minus_market_bi': 0.19293051927608929, 'beat_market_share': 0.8}","{'count': 5, 'aggregation_bi': 75.69774628433612, 'market_bi': 75.48792176241565, 'aggregation_minus_market_bi': 0.20982452192046708, 'beat_market_share': 1.0}",62.1,60.9,75.88754816742698,0.4423906919223476,75.68617064682871,0.3382637393245268,0.20137752059827108,True,0.9,0.03277678367553688,0.0019941165655653925,,-0.8055608153900746
Claude-3-5-Sonnet-20241022 (scratchpad with freeze values) × GPT-4.5-Preview-2025-02-27 (zero shot with freeze values),Claude-3-5-Sonnet-20241022 (scratchpad with freeze values),GPT-4.5-Preview-2025-02-27 (zero shot with freeze values),ec_w0_56,EC · w = 0.56,9,20,"{'count': 5, 'aggregation_bi': 76.27688451931478, 'market_bi': 75.88441953124176, 'aggregation_minus_market_bi': 0.3924649880730158, 'beat_market_share': 0.8}","{'count': 4, 'aggregation_bi': 76.11030792859438, 'market_bi': 75.59528799533962, 'aggregation_minus_market_bi': 0.5150199332547629, 'beat_market_share': 1.0}",62.333333333333336,60.666666666666664,76.2028504789946,0.3114501662991822,75.75591662639637,0.2801623385530107,0.44693385259823515,True,0.8888888888888888,0.011735780827625953,0.0013516533576174378,,-0.9537962916697342
Claude-3-5-Sonnet-20241022 (scratchpad with freeze values) × GPT-4.5-Preview-2025-02-27 (zero shot with freeze values),Claude-3-5-Sonnet-20241022 (scratchpad with freeze values),GPT-4.5-Preview-2025-02-27 (zero shot with freeze values),log_odds_mean,Log-odds Mean,9,20,"{'count': 5, 'aggregation_bi': 76.11145744067615, 'market_bi': 75.88441953124176, 'aggregation_minus_market_bi': 0.22703790943438662, 'beat_market_share': 1.0}","{'count': 4, 'aggregation_bi': 75.91978166097124, 'market_bi': 75.59528799533962, 'aggregation_minus_market_bi': 0.3244936656316213, 'beat_market_share': 1.0}",62.333333333333336,60.666666666666664,76.02626820525174,0.27530043140828125,75.75591662639637,0.2801623385530107,0.27035157885536876,True,1.0,0.011735780827625953,0.0013516533576174378,,-0.9537962916697342
Claude-3-5-Sonnet-20241022 (scratchpad with freeze values) × GPT-4.5-Preview-2025-02-27 (zero shot with freeze values),Claude-3-5-Sonnet-20241022 (scratchpad with freeze values),GPT-4.5-Preview-2025-02-27 (zero shot with freeze values),piecewise_odds,Piecewise Odds,9,20,"{'count': 5, 'aggregation_bi': 76.16941282872969, 'market_bi': 75.88441953124176, 'aggregation_minus_market_bi': 0.28499329748792945, 'beat_market_share': 0.8}","{'count': 4, 'aggregation_bi': 75.88093252772092, 'market_bi': 75.59528799533962, 'aggregation_minus_market_bi': 0.2856445323812977, 'beat_market_share': 1.0}",62.333333333333336,60.666666666666664,76.04119936161467,0.4343760357326529,75.75591662639637,0.2801623385530107,0.2852827352183027,True,0.8888888888888888,0.011735780827625953,0.0013516533576174378,,-0.9537962916697342
